Name:				113_Manual_n200_m400_bt10_3_163
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		63.64
Calculation_Time:		0.72
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		8
No_of_Items:			20
Customer_Sequence:		11 1 22 21 20 13 14 15 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
15	29	2	0	0	0	0	116	60	60	12.22	0		0.008800
15	30	2	0	0	60	0	116	60	60	12.22	0		0.008800
15	31	3	0	116	0	0	60	60	60	15.78	0		0.021900
14	27	5	0	0	120	0	55	45	33	4.16	0		0.008400
14	28	10	0	0	120	33	36	40	27	2.74	0		0.009500
13	25	2	0	0	60	60	116	60	60	12.22	0		0.008800
13	26	5	0	55	120	0	55	45	33	4.16	0		0.008400
20	42	5	0	36	120	33	55	45	33	4.16	0		0.008400
20	40	1	0	36	120	66	46	39	35	2.42	0		0.006700
20	43	8	0	36	120	101	33	51	32	4.16	0		0.012400
20	44	10	0	36	120	133	36	40	27	2.74	0		0.009500
20	41	4	1	91	120	33	28	21	32	3.94	0		0.033500
21	45	2	0	0	60	120	116	60	60	12.22	0		0.008800
22	46	7	0	116	60	0	108	60	60	2.07	0		0.001600
22	47	9	0	112	120	0	58	30	40	1.60	0		0.004600
1	1	2	1	116	0	60	116	60	60	12.22	0		0.008800
1	2	7	1	116	0	120	108	60	60	2.07	0		0.001600
1	3	8	1	112	120	40	33	51	32	4.16	0		0.012400
11	21	2	0	176	0	0	116	60	60	12.22	0		0.008800
11	22	6	1	112	120	72	32	54	41	4.89	0		0.014200


