Name:				2_Manual_n50_m100_bt10_2_439
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		37.54
Calculation_Time:		0.51
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		9
No_of_Items:			23
Customer_Sequence:		21 2 5 8 9 17 7 11 15 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
15	30	3	0	0	0	0	55	56	46	3.31	0		0.005400
15	29	2	0	0	56	0	51	55	35	3.76	0		0.006700
11	22	5	0	0	111	0	119	60	60	17.50	0		0.012300
11	21	3	1	0	56	35	55	56	46	3.31	0		0.005400
11	20	1	1	0	0	46	35	58	59	1.40	0		0.003400
7	12	8	0	0	111	60	114	60	60	15.46	0		0.011300
17	33	5	0	0	111	120	119	60	60	17.50	0		0.012300
17	34	9	0	58	0	0	63	60	60	13.56	0		0.017900
17	32	1	1	0	56	81	35	58	59	1.40	0		0.003400
9	17	5	0	119	111	0	119	60	60	17.50	0		0.012300
9	18	9	0	58	0	60	63	60	60	13.56	0		0.017900
8	13	2	1	58	60	0	51	55	35	3.76	0		0.006700
8	14	4	0	58	60	35	39	39	60	2.08	0		0.006800
8	15	4	0	58	60	95	39	39	60	2.08	0		0.006800
8	16	7	0	58	0	120	30	35	42	4.20	0		0.020000
5	9	4	0	88	0	120	39	39	60	2.08	0		0.006800
5	10	4	0	113	60	0	39	39	60	2.08	0		0.006800
2	4	8	0	119	111	60	114	60	60	15.46	0		0.011300
2	2	3	0	127	0	0	55	56	46	3.31	0		0.005400
2	3	6	0	58	39	120	35	20	23	3.83	0		0.027400
21	40	8	0	119	111	120	114	60	60	15.46	0		0.011300
21	38	2	0	127	0	46	51	55	35	3.76	0		0.006700
21	39	2	0	127	0	81	51	55	35	3.76	0		0.006700


